SUBJECT_NUMBER;ARMCIRCBCPS_FLEX;BUTTOCK_CIRC;CALF_CIRC;CHEST_CIRC;FOREARM_CIRC-FLEXED;SHOULDER_CIRC;STATURE;THIGH_CIRC-PROXIMAL;WAIST_CIRC_NATURAL;WEIGHT;GENDER;AGE-ANSUR88;WORKOUT
17164;329;945;365;963;288;1107;1748;591;811;719;1;29;A1
17169;434;1134;429;1180;352;1317;1867;714;945;1114;1;26;A1
17262;330;997;367;991;298;1154;1670;627;871;780;1;30;A1
17267;388;1112;421;1121;355;1328;1828;671;1072;1121;1;38;A1
17285;322;1007;374;906;283;1105;1758;598;743;724;1;30;A1
17288;333;959;398;1017;304;1163;1673;572;878;750;1;41;A1
17290;318;998;381;981;292;1214;1830;628;797;840;1;20;A1
17294;340;1010;384;1035;308;1228;1859;589;810;836;1;22;A1
17306;305;931;385;923;288;1105;1738;546;828;701;1;34;A1
17309;323;916;370;949;294;1130;1658;563;844;699;1;23;A1
17329;320;826;351;836;277;1074;1638;506;674;571;1;20;A1
17370;370;1012;399;1042;324;1254;1769;614;831;843;1;23;A1
17371;330;916;340;918;305;1145;1796;537;750;710;1;25;A1
17382;318;912;346;937;275;1088;1658;539;777;639;1;34;A1
17383;339;979;363;1001;281;1138;1670;569;826;732;1;37;A1
17455;299;919;340;947;276;1120;1863;529;831;708;1;24;A1
17561;319;954;368;953;299;1098;1669;566;878;720;1;40;A1
17565;372;1032;403;999;325;1195;1665;661;819;835;1;19;A1
17595;302;894;337;910;272;1122;1701;522;750;615;1;21;A1
17604;320;943;371;990;292;1152;1723;570;850;742;1;26;A1
17606;337;999;381;1052;290;1227;1744;613;859;795;1;24;A1
17613;305;977;355;973;290;1168;1732;566;838;727;1;26;A1
17623;370;1041;375;1014;312;1226;1792;666;845;874;1;25;A1
17626;333;954;385;984;308;1173;1705;576;819;731;1;31;A1
17655;288;972;383;901;279;1060;1775;556;754;710;1;20;A1
17662;354;1001;391;999;312;1213;1676;593;878;803;1;21;A1
17673;333;1022;417;1021;299;1176;1765;630;825;834;1;24;A1
17684;333;1008;372;1084;299;1219;1732;595;862;773;1;28;A1
17689;308;999;378;952;293;1190;2042;566;759;850;1;20;A1
17692;333;1014;386;967;287;1138;1719;604;905;790;1;26;A1
17697;339;1006;363;1081;288;1219;1755;613;937;835;1;29;A1
17710;345;976;364;1016;319;1202;1880;611;853;817;1;26;A1
17720;356;997;404;962;331;1205;1880;591;808;880;1;28;A1
17737;333;985;382;1053;297;1181;1652;617;920;795;1;37;A1
17745;366;1081;399;1134;311;1247;1767;646;974;951;1;39;A1
18043;404;1073;427;1076;330;1293;1831;693;884;1000;1;24;A1
18062;335;1057;406;1048;318;1188;1832;643;936;915;1;36;A1
18072;335;1014;397;983;308;1200;1843;624;837;849;1;20;A1
18081;365;1085;431;1084;330;1204;1850;658;985;988;1;37;A1
18104;330;1025;392;1100;291;1214;1693;591;947;814;1;46;A1
18105;342;1133;425;1087;322;1282;1856;689;979;1014;1;20;A1
18106;330;956;376;981;293;1188;1807;579;815;742;1;27;A1
18125;335;1032;410;1025;300;1226;1796;641;840;851;1;21;A1
18131;350;966;373;1006;313;1177;1817;565;804;784;1;40;A1
18137;293;875;345;886;270;1082;1705;492;695;585;1;20;A1
18139;348;1014;386;966;312;1193;1757;612;828;815;1;23;A1
18150;303;924;370;951;277;1102;1737;569;810;706;1;30;A1
18164;372;1073;391;1123;322;1252;1812;688;976;998;1;23;A1
18176;290;936;330;886;283;1065;1701;550;791;634;1;38;A1
18181;314;930;365;966;299;1130;1708;560;778;670;1;24;A1
18203;374;1128;443;1131;313;1278;1780;703;980;1016;1;38;A1
18204;374;984;390;1012;308;1218;1757;622;798;816;1;26;A1
18214;370;1085;406;1130;313;1288;1785;676;923;955;1;23;A1
18215;370;1068;415;1005;334;1182;1762;657;852;884;1;25;A1
18223;362;1045;407;1024;315;1201;1668;647;885;840;1;39;A1
18232;346;995;355;988;302;1185;1893;591;821;797;1;30;A1
18240;315;899;344;937;288;1104;1670;536;752;625;1;19;A1
18251;335;1022;385;995;295;1194;1826;602;820;825;1;31;A1
18305;322;928;364;959;320;1135;1848;511;815;750;1;37;A1
18335;324;1016;390;975;282;1155;1702;609;828;773;1;19;A1
18345;310;936;365;907;299;1118;1841;572;751;735;1;25;A1
18356;297;888;348;890;280;1103;1674;529;757;632;1;23;A1
18362;370;1025;387;969;320;1166;1725;625;879;809;1;22;A1
18375;342;949;390;1024;305;1208;1730;569;860;766;1;28;A1
18381;368;917;384;1028;341;1191;1701;598;858;779;1;25;A1
18384;320;974;370;952;304;1165;1724;601;839;756;1;33;A1
18385;337;1053;388;979;308;1155;1786;652;835;821;1;31;A1
18391;339;1002;403;1005;315;1195;1774;626;792;813;1;20;A1
18393;408;1124;415;1116;345;1288;1746;726;933;1015;1;30;A1
18401;380;1129;430;1127;335;1252;1702;714;1017;989;1;39;A1
18412;322;1001;371;984;292;1192;1845;588;877;826;1;21;A1
18415;354;1006;363;1024;315;1186;1774;614;857;823;1;26;A1
18416;345;961;357;1066;306;1202;1777;570;891;785;1;38;A1
18425;375;1021;390;1080;341;1235;1719;629;901;851;1;32;A1
18436;350;999;380;978;300;1197;1756;618;799;767;1;27;A1
18437;330;923;351;925;304;1124;1692;587;756;673;1;20;A1
18438;380;1063;427;1027;335;1213;1784;668;850;916;1;31;A1
18459;302;941;359;939;283;1141;1902;552;775;733;1;22;A1
18463;325;984;391;949;298;1154;1804;573;789;764;1;19;A1
18465;337;984;378;957;310;1142;1755;599;806;773;1;22;A1
18477;325;905;361;981;314;1155;1736;535;757;673;1;33;A1
18478;312;956;355;909;288;1115;1690;569;811;684;1;32;A1
18488;300;820;342;871;268;1048;1735;509;699;585;1;31;A1
18491;337;1021;367;1064;286;1184;1745;629;856;812;1;19;A1
18502;350;1023;385;1099;318;1218;1700;617;922;854;1;24;A1
18516;362;1090;438;1040;318;1235;1786;679;893;934;1;33;A1
18521;395;1115;428;1054;345;1259;1834;708;888;1021;1;20;A1
18532;360;1018;392;1035;317;1195;1754;615;888;865;1;19;A1
18547;360;1024;396;1005;325;1267;1832;628;821;892;1;25;A1
18550;313;880;359;833;295;1054;1628;538;735;587;1;26;A1
18565;293;858;320;891;273;1054;1680;487;699;577;1;23;A1
18588;340;1002;385;1029;295;1184;1728;632;894;800;1;39;A1
18591;350;978;378;987;315;1174;1768;593;837;765;1;23;A1
18596;366;966;388;1028;331;1251;1840;590;809;840;1;24;A1
18600;363;1041;395;972;306;1199;1741;653;813;828;1;20;A1
18637;308;1006;398;1064;308;1222;1843;611;932;882;1;27;A1
18675;350;931;407;924;300;1161;1657;587;778;713;1;31;A1
18681;361;1074;407;1033;294;1247;1862;688;879;924;1;26;A1
18687;327;912;367;914;290;1108;1787;544;770;708;1;21;A1
18694;339;1004;374;972;310;1141;1835;583;902;842;1;39;A1
18695;323;916;350;949;291;1099;1776;557;779;698;1;28;A1
18696;335;985;408;958;328;1203;1826;606;849;851;1;27;A1
18758;303;862;357;872;268;1084;1620;520;756;592;1;30;A1
18802;330;925;341;939;312;1169;1847;550;732;703;1;20;A1
18811;350;1054;379;1023;304;1225;1796;641;818;855;1;21;A1
18823;370;1033;387;1040;320;1229;1818;614;942;911;1;42;A1
18841;315;942;354;918;290;1137;1783;582;796;728;1;22;A1
18847;305;912;343;883;296;1124;1707;561;722;645;1;20;A1
18852;352;922;358;913;299;1154;1791;547;738;718;1;20;A1
18882;272;817;332;802;265;999;1615;507;660;511;1;19;A1
18885;303;928;371;920;273;1151;1735;556;772;688;1;28;A1
18936;339;976;384;962;288;1179;1763;585;753;748;1;24;A1
18937;348;953;353;991;291;1165;1683;600;832;713;1;30;A1
18939;300;940;316;919;268;1105;1724;532;803;651;1;40;A1
18942;320;1027;355;1006;292;1187;1785;614;846;786;1;23;A1
18944;320;893;370;916;308;1101;1693;535;755;653;1;27;A1
18972;311;860;336;898;275;1108;1694;522;720;602;1;25;A1
18999;315;964;365;948;297;1129;1718;610;820;720;1;20;A1
19009;373;979;353;1077;307;1230;1733;621;928;846;1;27;A1
19011;305;950;336;919;269;1065;1613;554;821;633;1;41;A1
19017;330;967;346;902;293;1132;1776;580;808;722;1;36;A1
19030;320;902;365;933;302;1124;1700;566;733;656;1;19;A1
19046;325;946;384;937;290;1118;1705;579;812;719;1;34;A1
19056;351;1034;391;987;316;1222;1756;631;865;834;1;22;A1
19061;332;943;362;1006;287;1212;1850;570;872;786;1;19;A1
19067;338;987;391;969;298;1152;1785;591;841;808;1;27;A1
19091;310;935;336;877;295;1084;1688;552;723;633;1;19;A1
19092;311;899;360;914;278;1095;1661;540;748;637;1;20;A1
19100;355;1025;379;1045;309;1255;1830;619;921;886;1;30;A1
19110;320;1015;389;970;300;1197;1910;607;793;857;1;20;A1
19125;365;984;357;984;319;1192;1762;578;793;783;1;23;A1
19139;407;993;436;1063;342;1286;1834;612;826;909;1;28;A1
19144;320;913;356;904;302;1170;1767;538;744;667;1;21;A1
19160;348;944;375;956;307;1165;1706;577;811;747;1;32;A1
19177;342;993;373;1001;305;1208;1775;604;878;817;1;32;A1
19178;327;877;342;868;295;1120;1693;519;730;628;1;24;A1
19180;324;915;356;949;273;1150;1673;549;753;656;1;23;A1
19181;318;895;345;910;284;1100;1715;536;749;633;1;20;A1
19195;335;953;361;940;290;1120;1747;566;779;723;1;19;A1
19209;320;920;365;922;297;1126;1787;543;739;701;1;26;A1
19214;372;1064;396;1104;320;1269;1743;662;944;942;1;24;A1
19236;338;990;369;1014;295;1166;1693;589;926;794;1;39;A1
19242;395;1051;421;1021;340;1254;1762;660;815;892;1;22;A1
19244;356;950;365;1018;306;1200;1709;558;888;760;1;40;A1
19344;375;987;415;1005;319;1233;1810;611;835;853;1;23;A1
19399;318;900;344;918;278;1153;1694;569;770;653;1;23;A1
19400;318;1056;422;1020;296;1173;1774;646;913;867;1;20;A1
19418;331;966;360;966;307;1190;1788;577;764;745;1;22;A1
19448;362;1037;404;1043;331;1246;1847;643;893;943;1;25;A1
19469;357;1005;377;992;324;1163;1759;618;828;791;1;23;A1
19477;325;936;361;944;290;1122;1725;563;774;690;1;29;A1
19479;350;942;391;985;306;1167;1795;564;825;782;1;28;A1
19484;328;953;387;965;285;1143;1781;574;820;762;1;19;A1
19489;375;1029;400;1033;339;1217;1705;622;891;850;1;37;A1
19497;320;947;364;943;293;1132;1768;569;781;713;1;20;A1
19511;295;848;351;877;285;1094;1664;475;704;562;1;25;A1
19513;328;1036;368;1008;292;1204;1744;618;907;813;1;22;A1
19518;360;1059;376;1145;325;1298;1858;630;975;980;1;32;A1
19579;338;1008;371;1012;308;1202;1870;610;876;863;1;24;A1
19601;315;908;336;960;312;1132;1775;528;785;684;1;30;A1
19636;362;1085;407;1090;324;1232;1763;672;894;920;1;19;A1
19647;340;1074;405;1076;307;1209;1772;647;922;891;1;27;A1
19656;370;975;367;988;320;1215;1868;597;806;821;1;25;A1
19731;337;1060;388;1019;299;1203;1825;630;823;844;1;32;A1
19732;310;911;352;951;281;1139;1742;544;828;716;1;37;A1
19870;296;897;342;930;285;1153;1835;515;757;662;1;21;A1
19983;364;1027;403;1050;322;1171;1728;632;895;870;1;27;A1
19985;320;918;347;953;280;1079;1600;575;814;647;1;31;A1
19986;317;1027;383;982;295;1149;1762;608;787;781;1;20;A1
19995;360;1016;409;991;328;1242;1845;628;849;902;1;20;A1
19999;355;1048;407;1059;322;1279;1822;639;921;920;1;28;A1
20003;319;1025;353;1045;289;1197;1769;632;870;847;1;23;A1
20052;418;1152;436;1110;350;1317;1770;758;924;1059;1;27;A1
20060;322;985;375;1057;300;1221;1765;581;869;799;1;21;A1
20069;327;950;401;943;282;1140;1759;562;822;732;1;31;A1
20070;324;867;341;931;289;1139;1646;487;717;596;1;21;A1
20071;335;991;364;1014;282;1190;1723;599;795;743;1;20;A1
20073;355;982;360;993;313;1213;1743;602;816;779;1;30;A1
20081;305;959;375;946;282;1154;1737;578;773;730;1;19;A1
20097;368;1025;393;1035;330;1223;1811;615;862;890;1;27;A1
20100;320;982;378;990;303;1208;1723;601;808;763;1;30;A1
20118;340;998;398;987;300;1184;1711;626;821;784;1;25;A1
20119;350;957;368;962;315;1140;1745;573;794;737;1;25;A1
20159;327;902;362;870;282;1100;1615;554;751;619;1;24;A1
20188;349;957;380;973;310;1199;1775;565;773;765;1;21;A1
20197;334;1041;367;1057;294;1178;1687;621;918;794;1;32;A1
20205;338;982;383;1006;297;1167;1786;609;843;812;1;24;A1
20366;270;846;304;876;257;1063;1647;486;700;538;1;22;A1
20387;316;1004;362;1042;285;1157;1765;612;893;812;1;38;A1
20411;316;994;368;994;287;1205;1795;613;824;787;1;26;A1
20423;330;1011;393;1006;300;1187;1671;615;851;759;1;33;A1
20424;317;962;355;963;297;1155;1825;579;778;743;1;19;A1
20435;348;1052;390;1027;306;1213;1879;645;845;900;1;29;A1
20436;305;906;364;905;290;1091;1695;525;765;633;1;40;A1
20437;331;994;384;1028;299;1203;1768;615;865;810;1;36;A1
20438;335;1006;386;1007;307;1188;1734;620;848;779;1;21;A1
20439;335;992;393;1000;318;1167;1649;602;855;774;1;34;A1
20441;360;1035;418;1008;337;1193;1848;620;862;915;1;33;A1
20442;300;955;348;967;288;1163;1837;602;818;754;1;26;A1
20450;360;1047;388;1028;315;1240;1792;637;946;937;1;42;A1
20452;315;976;378;1007;282;1115;1744;577;829;753;1;41;A1
20453;268;846;311;797;233;998;1652;472;653;498;1;18;A1
20494;315;927;371;968;280;1130;1596;566;839;673;1;47;A1
20495;395;1128;428;1163;320;1229;1844;709;997;1092;1;37;A1
20497;380;1024;393;1118;331;1237;1821;606;1014;992;1;44;A1
20503;312;968;360;937;285;1130;1656;592;830;685;1;33;A1
20505;345;1006;394;1043;320;1236;1722;609;870;805;1;37;A1
20516;351;960;367;983;304;1160;1804;585;823;776;1;40;A1
20520;312;960;361;1019;299;1135;1682;560;854;725;1;36;A1
20525;365;1060;398;980;313;1202;1820;654;829;895;1;19;A1
20529;340;992;369;996;314;1162;1721;594;861;779;1;22;A1
20549;357;1032;389;1006;305;1220;1750;643;857;842;1;24;A1
20571;344;992;351;985;298;1184;1694;598;828;767;1;20;A1
20575;290;964;357;928;285;1128;1712;558;787;691;1;19;A1
20580;364;1011;377;1008;332;1195;1801;619;839;848;1;21;A1
20583;355;954;381;988;300;1161;1713;600;798;771;1;24;A1
20585;271;851;333;814;237;1030;1735;487;670;536;1;19;A1
20586;360;1032;385;1072;312;1231;1702;626;944;840;1;33;A1
20609;330;960;378;972;320;1185;1720;568;790;714;1;19;A1
20635;370;1027;394;1028;320;1229;1733;627;868;852;1;22;A1
20651;335;954;349;983;290;1186;1838;572;842;757;1;28;A1
20655;320;989;354;1005;300;1186;1765;624;918;823;1;44;A1
20657;293;933;341;941;292;1127;1837;522;732;684;1;22;A1
20667;300;903;350;891;280;1094;1704;519;708;596;1;20;A1
20674;347;926;367;950;303;1165;1700;553;762;702;1;19;A1
20696;304;894;326;882;275;1088;1722;524;714;615;1;28;A1
20703;337;843;361;885;281;1077;1712;495;727;593;1;23;A1
20704;362;1004;386;996;312;1200;1795;629;830;855;1;27;A1
20705;297;878;322;906;280;1071;1722;492;719;603;1;18;A1
20714;310;891;376;899;292;1110;1742;517;740;660;1;21;A1
20730;335;956;372;968;312;1147;1806;574;788;732;1;28;A1
20735;365;980;386;1024;339;1231;1753;610;832;817;1;24;A1
20770;348;1036;401;1130;302;1213;1754;622;975;899;1;33;A1
20843;337;994;370;956;304;1173;1847;577;858;799;1;19;A1
20849;329;973;384;954;321;1184;1940;564;785;804;1;22;A1
20865;286;994;348;960;279;1146;1804;588;892;780;1;41;A1
20874;344;980;375;1039;298;1175;1773;582;867;785;1;26;A1
20878;322;956;376;944;314;1145;1718;592;799;747;1;40;A1
20880;355;1013;404;1047;311;1236;1694;629;921;833;1;26;A1
20896;331;934;352;954;287;1135;1807;543;792;740;1;25;A1
20899;309;872;346;896;273;1115;1710;512;686;622;1;22;A1
20916;305;1013;393;944;294;1172;1805;646;902;843;1;33;A1
20923;337;1003;380;1030;288;1176;1726;630;838;783;1;28;A1
20932;385;1104;402;1210;324;1301;1841;666;1033;1043;1;48;A1
20963;328;1011;406;989;301;1174;1782;630;808;820;1;29;A1
20965;379;1080;388;995;312;1226;1855;663;852;918;1;26;A1
20968;310;931;357;904;285;1101;1717;567;729;653;1;21;A1
20969;320;1006;395;992;302;1167;1871;583;841;842;1;26;A1
20970;315;915;352;985;304;1139;1747;536;825;694;1;32;A1
20976;355;1102;407;1050;307;1211;1756;657;903;903;1;24;A1
20980;366;1034;402;1047;315;1207;1738;639;874;868;1;42;A1
20983;397;1141;414;1108;348;1275;1845;684;935;1035;1;38;A1
20984;315;943;339;956;284;1149;1718;550;799;679;1;19;A1
21093;352;925;361;924;322;1156;1766;561;784;733;1;20;A1
21101;353;1080;404;1109;321;1279;1872;640;961;987;1;34;A1
21117;355;995;389;965;322;1202;1743;586;824;792;1;22;A1
21131;322;994;398;946;310;1163;1726;610;820;765;1;19;A1
21134;400;1135;438;1058;348;1248;1785;717;891;1004;1;22;A1
21141;380;1075;435;1093;325;1238;1842;666;929;940;1;29;A1
21149;311;905;330;911;300;1134;1774;514;731;655;1;25;A1
21167;344;1042;393;940;295;1120;1855;638;790;847;1;18;A1
21175;348;1000;392;993;310;1196;1753;634;805;824;1;21;A1
21183;340;967;388;1015;322;1229;1800;574;792;808;1;21;A1
21188;345;1019;398;1013;321;1216;1820;661;860;895;1;24;A1
21193;320;984;394;987;292;1164;1752;585;797;741;1;26;A1
21195;304;946;337;933;290;1092;1768;540;813;695;1;33;A1
21229;312;1011;370;943;290;1111;1734;582;894;767;1;39;A1
21234;345;1018;416;1009;317;1211;1836;639;907;888;1;30;A1
21340;342;953;398;998;299;1184;1643;585;867;768;1;37;A1
21343;327;910;361;939;301;1089;1703;541;797;674;1;31;A1
21347;303;946;379;942;292;1149;1792;563;801;743;1;19;A1
21378;415;983;379;1033;330;1250;1835;598;847;852;1;26;A1
21384;305;890;344;961;280;1114;1664;521;755;606;1;25;A1
21385;348;951;375;1001;303;1194;1695;591;803;740;1;23;A1
21412;303;841;358;864;284;1065;1685;513;725;586;1;23;A1
21414;305;919;348;904;282;1129;1820;528;746;668;1;22;A1
21461;356;1051;409;1069;310;1232;1743;623;977;915;1;34;A1
21462;338;1027;380;1003;310;1213;1703;655;872;812;1;25;A1
21465;325;910;357;922;293;1123;1694;550;745;655;1;27;A1
21469;371;1087;414;1078;328;1272;1808;687;977;978;1;20;A1
21475;310;847;330;818;263;1041;1654;497;711;557;1;37;A1
21478;327;985;382;909;302;1111;1915;595;806;847;1;23;A1
21508;328;970;372;965;287;1112;1645;596;871;708;1;23;A1
21510;380;992;369;1044;330;1217;1760;622;853;827;1;21;A1
21524;366;1062;397;1066;310;1213;1754;640;925;881;1;18;A1
21541;360;1080;385;1135;327;1230;1717;653;1050;931;1;35;A1
21545;390;1076;373;1146;320;1221;1658;683;1040;912;1;43;A1
21573;342;1068;420;1051;308;1192;1862;618;899;939;1;29;A1
21590;370;1138;441;1072;335;1256;1791;725;911;1030;1;30;A1
21596;315;895;359;938;292;1121;1738;554;783;688;1;28;A1
21598;312;902;360;933;295;1114;1662;534;751;646;1;22;A1
21608;309;956;355;978;280;1164;1813;559;843;749;1;20;A1
21618;358;1004;370;1012;310;1227;1786;630;854;819;1;25;A1
21636;378;1047;413;1061;318;1237;1641;636;895;842;1;28;A1
21699;365;1050;364;1044;318;1209;1685;641;929;852;1;32;A1
21717;330;939;380;1014;290;1187;1739;566;825;729;1;22;A1
21720;295;888;334;906;273;1091;1705;479;763;605;1;35;A1
21723;365;1035;400;1096;334;1284;1837;617;880;886;1;25;A1
21736;345;1048;400;956;300;1155;1698;659;835;785;1;20;A1
21738;375;969;390;1020;322;1208;1725;595;776;760;1;31;A1
21739;367;999;421;1049;356;1286;1897;600;810;914;1;29;A1
21749;394;1070;411;1049;333;1258;1796;669;868;930;1;23;A1
21770;351;1040;380;989;305;1199;1805;616;833;827;1;19;A1
21772;348;914;357;918;304;1135;1728;563;734;692;1;21;A1
21778;362;1009;410;988;307;1168;1670;623;863;797;1;22;A1
21794;368;1078;383;1055;323;1215;1799;690;918;917;1;23;A1
21807;375;1147;431;1200;315;1231;1771;701;1103;1083;1;37;A1
21822;365;1094;411;1055;318;1124;1715;710;965;932;1;30;A1
21823;385;1011;368;1047;316;1224;1748;617;830;799;1;42;A1
21832;331;956;371;976;303;1163;1811;591;809;766;1;20;A1
21845;342;962;370;1019;330;1244;1828;594;852;798;1;36;A1
21861;330;1007;394;1004;314;1192;1798;606;833;816;1;21;A1
21862;322;938;375;975;297;1143;1758;533;813;717;1;29;A1
21872;437;1170;452;1119;370;1332;1865;752;975;1137;1;21;A1
21877;362;1041;422;1027;319;1209;1767;630;879;865;1;26;A1
21880;340;992;379;979;287;1118;1745;615;856;766;1;30;A1
21881;330;967;372;926;290;1119;1695;580;773;706;1;24;A1
21885;311;972;359;970;280;1167;1823;559;802;734;1;24;A1
21895;360;993;404;997;308;1263;1830;611;826;845;1;24;A1
21899;365;1058;405;1067;324;1254;1859;623;880;909;1;27;A1
21900;330;951;365;1050;312;1178;1678;569;953;787;1;43;A1
21902;305;928;363;921;285;1117;1703;540;724;642;1;21;A1
21904;374;1093;433;1153;329;1329;1886;664;971;1011;1;30;A1
21905;349;989;360;953;309;1157;1711;611;819;759;1;29;A1
21911;331;964;366;967;283;1129;1705;587;836;739;1;31;A1
21913;331;988;383;1002;295;1194;1850;602;820;809;1;24;A1
21915;311;922;332;924;284;1109;1678;542;711;623;1;25;A1
21917;333;940;364;1025;315;1188;1753;542;864;752;1;41;A1
21918;364;1089;394;1079;292;1235;1746;650;972;906;1;39;A1
21925;333;954;364;976;292;1164;1751;586;785;747;1;28;A1
21942;308;923;357;969;272;1154;1784;556;803;704;1;27;A1
22212;330;1050;413;1060;305;1185;1836;651;961;927;1;27;A1
22232;409;1145;420;1155;322;1295;1834;714;958;1062;1;32;A1
22269;320;984;349;1059;285;1215;1741;590;871;746;1;28;A1
22273;329;1025;360;1022;320;1192;1806;604;815;843;1;20;A1
22277;325;991;372;1016;285;1220;1816;594;785;780;1;22;A1
22281;327;1049;415;1072;285;1196;1900;613;917;927;1;26;A1
22282;337;957;357;956;303;1151;1712;589;833;713;1;26;A1
22287;347;1053;393;993;302;1171;1863;640;835;844;1;25;A1
22305;308;967;343;975;275;1096;1765;564;912;745;1;44;A1
22314;331;916;372;965;290;1158;1755;536;759;685;1;29;A1
22323;322;973;361;954;290;1159;1698;597;880;735;1;23;A1
22327;363;1071;410;1045;317;1230;1732;673;939;893;1;26;A1
22329;330;968;368;963;304;1177;1771;590;783;755;1;21;A1
22332;295;945;364;889;280;1103;1785;563;773;696;1;42;A1
22348;339;1018;372;988;318;1176;1769;604;861;841;1;35;A1
22349;345;992;377;994;307;1135;1767;605;828;795;1;31;A1
22352;338;951;372;966;290;1109;1730;600;818;730;1;24;A1
22355;360;970;373;1008;317;1205;1721;609;860;770;1;41;A1
22533;327;969;377;948;310;1131;1756;592;816;767;1;33;A1
22559;331;1016;378;1022;297;1205;1765;614;851;807;1;24;A1
22608;305;922;364;942;284;1122;1712;544;719;642;1;20;A1
22611;342;923;379;998;294;1183;1732;545;755;712;1;22;A1
22613;335;1004;382;1044;310;1155;1750;596;901;803;1;32;A1
22614;335;985;398;958;306;1149;1660;594;820;744;1;30;A1
22627;290;920;347;879;285;1070;1721;520;723;631;1;19;A1
22630;303;893;359;927;287;1100;1777;526;708;654;1;21;A1
22641;337;963;381;952;302;1172;1820;570;813;767;1;26;A1
22648;374;1052;400;1114;340;1241;1841;654;970;979;1;35;A1
22649;330;975;387;952;297;1136;1769;585;788;747;1;18;A1
22664;290;984;350;911;276;1119;1792;583;805;717;1;21;A1
22672;300;925;344;874;266;1082;1723;524;743;636;1;22;A1
22691;330;900;350;949;297;1172;1595;560;795;642;1;20;A1
22704;411;1029;410;1058;339;1269;1775;657;838;900;1;20;A1
22706;320;885;341;916;287;1064;1660;550;720;595;1;20;A1
22738;352;1035;401;1054;302;1232;1770;647;919;889;1;19;A1
22748;329;861;359;926;299;1086;1630;544;795;620;1;29;A1
22757;310;922;379;915;296;1137;1834;566;761;741;1;22;A1
22758;342;932;385;993;312;1202;1690;600;820;731;1;23;A1
22779;365;1019;386;1031;323;1167;1721;643;874;824;1;24;A1
22798;315;900;355;854;287;1108;1713;548;691;642;1;21;A1
22880;351;1040;412;1006;322;1202;1763;624;864;844;1;34;A1
22896;321;925;356;962;295;1167;1700;590;809;718;1;28;A1
22906;355;1002;419;1005;320;1178;1692;650;893;861;1;23;A1
22924;365;1006;404;1029;318;1178;1771;617;887;834;1;28;A1
22929;336;888;348;945;287;1093;1704;520;763;645;1;23;A1
22942;371;1060;395;1090;337;1268;1800;671;884;932;1;33;A1
22986;340;938;339;957;301;1191;1775;556;786;728;1;39;A1
23189;310;913;351;876;295;1103;1756;524;720;650;1;20;A1
23191;360;1016;387;1012;318;1189;1790;617;839;846;1;26;A1
23192;370;1058;404;1096;332;1277;1802;657;933;947;1;33;A1
23193;288;892;347;901;266;1047;1665;512;689;596;1;35;A1
23224;381;997;370;1048;342;1220;1766;602;833;824;1;21;A1
23243;335;1009;410;1003;301;1243;1805;629;852;858;1;26;A1
23260;313;955;362;982;285;1112;1701;573;928;726;1;34;A1
23262;387;1103;417;1115;357;1265;1893;676;964;1047;1;27;A1
23304;340;1022;404;1017;320;1227;1805;632;890;895;1;29;A1
23305;295;959;357;898;275;1106;1881;531;776;724;1;26;A1
23306;343;1061;406;1023;304;1192;1790;671;957;926;1;22;A1
23318;350;1012;378;988;314;1175;1876;608;792;855;1;22;A1
23363;305;958;350;946;276;1065;1646;581;810;661;1;37;A1
23411;350;1065;399;1054;310;1195;1763;665;921;893;1;20;A1
23423;393;1165;452;1116;346;1312;1924;729;957;1128;1;26;A1
23431;297;921;362;915;295;1114;1778;558;783;704;1;22;A1
23439;362;1007;395;1031;324;1222;1821;605;878;881;1;21;A1
23444;340;984;373;978;313;1172;1869;575;832;790;1;24;A1
23450;335;956;357;935;305;1120;1756;604;791;717;1;32;A1
23458;320;930;354;895;299;1111;1744;540;746;688;1;20;A1
23460;332;993;393;953;284;1191;1718;616;825;774;1;27;A1
23461;336;948;372;1020;315;1221;1790;559;804;751;1;23;A1
23465;340;976;390;962;305;1147;1807;598;836;793;1;25;A1
23469;354;1054;430;1035;299;1218;1777;662;921;897;1;24;A1
23472;310;913;351;908;285;1131;1785;556;754;690;1;19;A1
23476;320;929;352;957;290;1172;1781;531;788;702;1;21;A1
23480;365;1070;428;1087;332;1213;1857;640;1006;1018;1;33;A1
23485;330;970;385;1020;305;1191;1818;592;863;778;1;30;A1
23492;348;985;351;1051;318;1137;1626;597;927;750;1;35;A1
23493;334;1017;374;929;291;1145;1759;612;833;774;1;33;A1
23496;392;1063;390;1067;334;1258;1763;658;907;908;1;26;A1
23510;366;1038;390;1019;315;1224;1688;646;859;808;1;20;A1
23544;286;916;306;860;260;1068;1835;526;729;620;1;31;A1
23563;311;920;375;884;286;1058;1755;522;776;671;1;23;A1
23567;343;1001;368;971;293;1126;1633;637;841;732;1;22;A1
23590;326;909;359;948;307;1149;1677;543;785;658;1;25;A1
23591;318;950;345;992;289;1183;1752;578;788;719;1;22;A1
23592;325;954;364;1000;305;1169;1748;589;853;766;1;29;A1
23593;323;982;365;954;310;1152;1806;584;861;767;1;24;A1
23594;408;1175;435;1268;360;1341;1906;720;1122;1243;1;20;A1
23595;367;1070;413;1012;329;1254;1847;623;887;959;1;23;A1
23597;321;921;332;887;279;1085;1661;566;773;626;1;23;A1
